userId,count
701,221
4332,176
3000,150
1814,135
123,131
2818,124
3882,121
4050,113
4508,112
156,112
4341,110
3875,109
2390,105
4803,105
399,104
145,103
3058,102
1977,102
4609,100
3571,96
819,91
3833,89
4482,89
1821,88
3032,87
461,85
865,83
732,79
2276,78
1139,77
3736,77
3219,76
1338,76
1332,75
989,74
246,74
143,74
1877,72
4986,72
601,72
2695,71
997,70
3900,70
4947,70
219,68
4765,67
2181,65
2272,64
4161,64
2219,64
1026,64
2399,63
3712,62
4568,62
1416,61
29,60
1984,60
362,59
2222,58
2432,58
3670,56
2931,54
308,54
2260,54
2728,53
3889,52
3195,52
1515,51
1678,50
421,50
3441,49
692,49
404,49
270,49
2873,48
4136,48
1686,47
3283,46
1437,46
4294,46
4230,46
2514,46
2124,46
4270,46
938,45
1947,45
4215,44
2185,44
1691,44
4802,43
1464,43
591,42
471,42
1728,41
2991,39
2588,39
2479,39
2957,39
1660,39
4155,39
187,38
2675,38
3634,38
4665,37
1605,37
4456,37
500,36
4443,36
3181,34
96,34
3480,34
4423,34
2886,34
1593,32
3867,32
3599,32
3954,32
1465,32
2563,32
3567,32
1837,31
1853,31
4698,30
4877,30
3212,30
1480,29
2353,28
2803,28
4563,28
3308,28
1282,27
1906,27
1558,27
4794,27
2470,26
2732,26
4198,25
1813,25
1484,25
355,25
847,25
4150,24
4963,24
3592,24
4828,23
2744,23
1507,23
839,22
976,22
4754,22
3817,22
3101,21
4812,21
4375,21
3282,20
2649,20
108,20
1089,19
2686,19
1317,19
2417,19
571,19
3675,19
2490,19
4566,19
1954,17
1022,17
18,17
835,17
1302,17
2225,17
4796,16
4815,16
280,16
2692,16
88,16
3077,16
1039,15
953,15
2533,15
3990,15
915,15
4804,15
572,15
2026,14
184,14
4565,14
300,14
507,14
3894,14
3899,14
4188,14
4507,14
893,14
4460,14
3238,13
81,13
1401,13
767,13
4369,12
1598,12
1457,12
729,12
1399,12
2524,12
3858,11
926,11
4977,11
4951,11
1076,11
2438,11
2371,11
684,11
604,11
4689,11
3756,11
180,11
922,11
2439,11
3064,11
1934,11
3602,11
2883,11
