userId,count
2874,205
2856,198
4238,179
692,159
11,149
3990,142
3736,135
1338,117
3541,116
448,114
1593,112
3283,111
156,111
3195,109
4512,107
997,105
421,103
4802,101
701,101
2687,100
1016,97
717,95
3757,89
2144,88
3514,88
2926,86
1906,85
4161,85
3675,84
1437,83
2390,81
3842,79
209,77
4865,76
4927,76
2216,76
4508,73
4867,72
3875,71
2722,71
2883,70
1111,69
649,69
930,69
898,69
2326,68
3227,68
4102,67
143,67
4270,67
4999,66
3238,66
467,65
1109,65
2167,65
500,65
1332,63
4155,63
2366,63
3373,62
2219,62
601,60
2376,60
4763,60
4828,58
2692,57
2803,56
1605,54
1745,54
507,53
541,52
1416,52
729,51
4423,51
4765,50
2563,50
1471,49
555,49
1139,48
1000,48
589,48
2559,48
2276,48
4464,47
812,47
1718,47
760,47
4437,46
1074,46
1346,46
976,46
2819,46
2159,46
2099,45
4991,45
4565,44
2298,44
3889,43
2371,43
839,43
2384,43
2991,42
4397,42
3048,42
4827,42
2714,41
1977,41
3861,41
3882,39
4364,38
3026,38
1171,38
2468,38
2820,38
1675,38
3830,36
557,36
3796,36
4375,36
3899,34
2533,34
3066,34
187,33
3128,33
2873,33
4188,32
2490,32
3566,31
3230,31
4299,30
2146,30
4360,29
2982,29
2273,29
815,28
1682,28
1548,28
2272,27
989,27
4332,27
2353,26
1821,26
4318,26
1842,26
3265,26
4577,26
1086,26
1492,25
1678,25
3624,25
4456,25
4550,25
783,25
3815,24
2225,24
316,24
591,23
938,23
4232,23
819,23
3756,23
3522,23
273,21
4697,21
2984,21
1174,21
1536,20
3137,20
1877,20
4505,20
571,20
4963,20
2253,19
4609,19
2181,19
2671,18
3678,18
4957,18
3416,18
3670,17
3610,17
2517,17
2857,17
1039,16
4981,16
2579,16
1255,16
3203,16
2288,15
3149,15
2441,15
1231,15
4091,15
3077,15
1026,15
1436,14
2493,14
3508,14
29,13
3468,13
4845,13
4412,13
3178,13
1317,13
4294,13
4604,13
2935,12
948,12
4704,12
373,12
3973,12
363,12
803,12
4592,12
226,12
5023,11
1805,11
3038,11
3233,11
3599,11
3690,11
3472,11
2876,11
1937,11
3644,11
2345,11
818,11
911,11
1380,11
953,10
3724,10
1901,10
4815,10
1087,10
545,10
4507,10
4851,10
37,10
1401,10
2585,10
2907,10
232,9
4215,9
3914,9
3288,9
4199,9
1045,9
4198,9
2845,9
302,9
876,9
4208,9
3963,9
1051,9
885,9
582,9
3165,9
416,9
